procedure	provider	city	region	district	price_inr	rating	phone
Mammography	Sunrise Medical Center	Bengaluru	Bengaluru	Whitefield	2380	4.5	+91-9391170217
Mammography	Prime Health Hospital	Bengaluru	Bengaluru	Rajajinagar	1990	4.6	+91-8978244671
Mammography	CityCare Hospital	Bengaluru	Bengaluru	Rajajinagar	2280	3.6	+91-7509438221
Mammography	Sunrise Medical Center	Chennai	Chennai	T Nagar	1560	3.9	+91-9733257819
Mammography	Apollo Care Center	Chennai	Chennai	T Nagar	2060	4.0	+91-9717792397
Mammography	MediCare Diagnostics	Chennai	Chennai	Anna Nagar	2170	4.9	+91-9802740512
Mammography	WellLife Diagnostics	Chennai	Chennai	Anna Nagar	1510	3.3	+91-8164137460
Mammography	Prime Health Hospital	Chennai	Chennai	Adyar	1630	4.6	+91-8245546434
Mammography	Sunrise Medical Center	Mumbai	Mumbai	Andheri	2450	3.4	+91-7105151347
Mammography	WellLife Diagnostics	Mumbai	Mumbai	Dadar	2090	3.8	+91-7216837653
Mammography	CarePoint Diagnostics	Mumbai	Mumbai	Dadar	2570	4.2	+91-8996093227
Mammography	Prime Health Hospital	Mumbai	Mumbai	Borivali	2010	3.4	+91-8062617331
Mammography	HealthPlus Labs	Mumbai	Mumbai	Andheri	2280	3.3	+91-8243345382
2D Echo	HealthPlus Labs	Bengaluru	Bengaluru	Whitefield	2110	4.8	+91-8102923396
2D Echo	CarePoint Diagnostics	Bengaluru	Bengaluru	Koramangala	2370	4.4	+91-7523165392
2D Echo	Sunrise Medical Center	Bengaluru	Bengaluru	Whitefield	2650	4.5	+91-9391170217
2D Echo	Prime Health Hospital	Bengaluru	Bengaluru	Rajajinagar	2430	4.6	+91-8978244671
2D Echo	MediCare Diagnostics	Bengaluru	Bengaluru	Koramangala	1980	3.2	+91-7316957052
2D Echo	WellLife Diagnostics	Chennai	Chennai	Anna Nagar	2410	3.3	+91-8164137460
2D Echo	Prime Health Hospital	Chennai	Chennai	Adyar	2620	4.6	+91-8245546434
2D Echo	CityCare Hospital	Chennai	Chennai	Adyar	2500	4.1	+91-9308719116
2D Echo	Apollo Care Center	Chennai	Chennai	T Nagar	2350	4.0	+91-9717792397
2D Echo	MediCare Diagnostics	Chennai	Chennai	Anna Nagar	2380	4.9	+91-9802740512
2D Echo	Apollo Care Center	Mumbai	Mumbai	Andheri	2850	4.3	+91-9299799593
2D Echo	CarePoint Diagnostics	Mumbai	Mumbai	Dadar	3140	4.2	+91-8996093227
2D Echo	MediCare Diagnostics	Mumbai	Mumbai	Dadar	3050	4.9	+91-9097183000
2D Echo	WellLife Diagnostics	Mumbai	Mumbai	Dadar	2210	3.8	+91-7216837653
2D Echo	HealthPlus Labs	Mumbai	Mumbai	Andheri	2310	3.3	+91-8243345382
2D Echo	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	2260	3.9	+91-8834271033
Blood Sugar Test	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	220	3.9	+91-8834271033
CBC Test	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	332	3.9	+91-8834271033
COVID-19 RT-PCR	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	882	3.9	+91-8834271033
CT Scan Brain	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	3747	3.9	+91-8834271033
CT Scan Chest	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	4717	3.9	+91-8834271033
Chest X-Ray	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	469	3.9	+91-8834271033
Dengue Test	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	638	3.9	+91-8834271033
ECG	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	398	3.9	+91-8834271033
HbA1c Test	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	464	3.9	+91-8834271033
Kidney Function Test	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	763	3.9	+91-8834271033
Lipid Profile	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	700	3.9	+91-8834271033
Liver Function Test	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	777	3.9	+91-8834271033
MRI Brain	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	5480	3.9	+91-8834271033
MRI Spine	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	6175	3.9	+91-8834271033
Mammography	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	2085	3.9	+91-8834271033
Thyroid Profile	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	610	3.9	+91-8834271033
Ultrasound Abdomen	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	1745	3.9	+91-8834271033
Urine Routine Test	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	222	3.9	+91-8834271033
Vitamin D Test	Apollo Care Center	Hyderabad	Hyderabad District	Amberpet	887	3.9	+91-8834271033
2D Echo	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	2362	3.1	+91-9882141711
Blood Sugar Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	216	3.1	+91-9882141711
CBC Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	347	3.1	+91-9882141711
COVID-19 RT-PCR	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	831	3.1	+91-9882141711
CT Scan Brain	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	3430	3.1	+91-9882141711
CT Scan Chest	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	4196	3.1	+91-9882141711
Chest X-Ray	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	485	3.1	+91-9882141711
Dengue Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	552	3.1	+91-9882141711
ECG	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	390	3.1	+91-9882141711
HbA1c Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	480	3.1	+91-9882141711
Kidney Function Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	664	3.1	+91-9882141711
Lipid Profile	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	683	3.1	+91-9882141711
Liver Function Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	853	3.1	+91-9882141711
MRI Brain	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	4949	3.1	+91-9882141711
MRI Spine	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	5801	3.1	+91-9882141711
Mammography	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	2096	3.1	+91-9882141711
Thyroid Profile	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	586	3.1	+91-9882141711
Ultrasound Abdomen	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	1446	3.1	+91-9882141711
Urine Routine Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	206	3.1	+91-9882141711
Vitamin D Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Amberpet	901	3.1	+91-9882141711
2D Echo	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	1995	3.2	+91-7953260661
Blood Sugar Test	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	170	3.2	+91-7953260661
CBC Test	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	386	3.2	+91-7953260661
COVID-19 RT-PCR	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	739	3.2	+91-7953260661
CT Scan Brain	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	4258	3.2	+91-7953260661
CT Scan Chest	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	3948	3.2	+91-7953260661
Chest X-Ray	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	498	3.2	+91-7953260661
Dengue Test	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	689	3.2	+91-7953260661
ECG	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	435	3.2	+91-7953260661
HbA1c Test	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	468	3.2	+91-7953260661
Kidney Function Test	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	621	3.2	+91-7953260661
Lipid Profile	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	708	3.2	+91-7953260661
Liver Function Test	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	718	3.2	+91-7953260661
MRI Brain	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	5336	3.2	+91-7953260661
MRI Spine	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	5352	3.2	+91-7953260661
Mammography	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	1893	3.2	+91-7953260661
Thyroid Profile	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	657	3.2	+91-7953260661
Ultrasound Abdomen	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	1499	3.2	+91-7953260661
Urine Routine Test	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	215	3.2	+91-7953260661
Vitamin D Test	CityCare Hospital	Hyderabad	Hyderabad District	Amberpet	871	3.2	+91-7953260661
2D Echo	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	2419	3.9	+91-8595233288
Blood Sugar Test	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	180	3.9	+91-8595233288
CBC Test	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	367	3.9	+91-8595233288
COVID-19 RT-PCR	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	926	3.9	+91-8595233288
CT Scan Brain	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	4080	3.9	+91-8595233288
CT Scan Chest	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	4450	3.9	+91-8595233288
Chest X-Ray	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	499	3.9	+91-8595233288
Dengue Test	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	628	3.9	+91-8595233288
ECG	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	511	3.9	+91-8595233288
HbA1c Test	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	390	3.9	+91-8595233288
Kidney Function Test	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	758	3.9	+91-8595233288
Lipid Profile	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	769	3.9	+91-8595233288
Liver Function Test	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	776	3.9	+91-8595233288
MRI Brain	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	6501	3.9	+91-8595233288
MRI Spine	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	5361	3.9	+91-8595233288
Mammography	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	1763	3.9	+91-8595233288
Thyroid Profile	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	670	3.9	+91-8595233288
Ultrasound Abdomen	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	1735	3.9	+91-8595233288
Urine Routine Test	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	207	3.9	+91-8595233288
Vitamin D Test	HealthPlus Labs	Hyderabad	Hyderabad District	Amberpet	881	3.9	+91-8595233288
2D Echo	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	1956	3.3	+91-8446843852
Blood Sugar Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	206	3.3	+91-8446843852
CBC Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	402	3.3	+91-8446843852
COVID-19 RT-PCR	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	781	3.3	+91-8446843852
CT Scan Brain	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	3293	3.3	+91-8446843852
CT Scan Chest	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	4162	3.3	+91-8446843852
Chest X-Ray	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	538	3.3	+91-8446843852
Dengue Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	554	3.3	+91-8446843852
ECG	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	428	3.3	+91-8446843852
HbA1c Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	476	3.3	+91-8446843852
Kidney Function Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	607	3.3	+91-8446843852
Lipid Profile	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	691	3.3	+91-8446843852
Liver Function Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	830	3.3	+91-8446843852
MRI Brain	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	5038	3.3	+91-8446843852
MRI Spine	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	6049	3.3	+91-8446843852
Mammography	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	2020	3.3	+91-8446843852
Thyroid Profile	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	550	3.3	+91-8446843852
Ultrasound Abdomen	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	1546	3.3	+91-8446843852
Urine Routine Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	209	3.3	+91-8446843852
Vitamin D Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Amberpet	1090	3.3	+91-8446843852
2D Echo	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	2085	3.3	+91-9061082604
Blood Sugar Test	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	226	3.3	+91-9061082604
CBC Test	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	407	3.3	+91-9061082604
COVID-19 RT-PCR	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	834	3.3	+91-9061082604
CT Scan Brain	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	3686	3.3	+91-9061082604
CT Scan Chest	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	4019	3.3	+91-9061082604
Chest X-Ray	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	446	3.3	+91-9061082604
Dengue Test	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	739	3.3	+91-9061082604
ECG	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	411	3.3	+91-9061082604
HbA1c Test	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	487	3.3	+91-9061082604
Kidney Function Test	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	633	3.3	+91-9061082604
Lipid Profile	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	738	3.3	+91-9061082604
Liver Function Test	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	777	3.3	+91-9061082604
MRI Brain	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	5306	3.3	+91-9061082604
MRI Spine	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	5654	3.3	+91-9061082604
Mammography	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	2074	3.3	+91-9061082604
Thyroid Profile	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	508	3.3	+91-9061082604
Ultrasound Abdomen	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	1546	3.3	+91-9061082604
Urine Routine Test	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	206	3.3	+91-9061082604
Vitamin D Test	Prime Health Hospital	Hyderabad	Hyderabad District	Amberpet	1129	3.3	+91-9061082604
2D Echo	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	2581	4.2	+91-7918237839
Blood Sugar Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	181	4.2	+91-7918237839
CBC Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	313	4.2	+91-7918237839
COVID-19 RT-PCR	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	753	4.2	+91-7918237839
CT Scan Brain	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	3713	4.2	+91-7918237839
CT Scan Chest	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	3959	4.2	+91-7918237839
Chest X-Ray	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	467	4.2	+91-7918237839
Dengue Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	623	4.2	+91-7918237839
ECG	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	455	4.2	+91-7918237839
HbA1c Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	408	4.2	+91-7918237839
Kidney Function Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	655	4.2	+91-7918237839
Lipid Profile	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	752	4.2	+91-7918237839
Liver Function Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	864	4.2	+91-7918237839
MRI Brain	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	5922	4.2	+91-7918237839
MRI Spine	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	6623	4.2	+91-7918237839
Mammography	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	1995	4.2	+91-7918237839
Thyroid Profile	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	520	4.2	+91-7918237839
Ultrasound Abdomen	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	1449	4.2	+91-7918237839
Urine Routine Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	173	4.2	+91-7918237839
Vitamin D Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Amberpet	1146	4.2	+91-7918237839
2D Echo	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	2361	4.3	+91-7109912786
Blood Sugar Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	174	4.3	+91-7109912786
CBC Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	318	4.3	+91-7109912786
COVID-19 RT-PCR	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	763	4.3	+91-7109912786
CT Scan Brain	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	3363	4.3	+91-7109912786
CT Scan Chest	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	3976	4.3	+91-7109912786
Chest X-Ray	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	510	4.3	+91-7109912786
Dengue Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	623	4.3	+91-7109912786
ECG	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	385	4.3	+91-7109912786
HbA1c Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	519	4.3	+91-7109912786
Kidney Function Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	732	4.3	+91-7109912786
Lipid Profile	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	598	4.3	+91-7109912786
Liver Function Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	860	4.3	+91-7109912786
MRI Brain	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	5387	4.3	+91-7109912786
MRI Spine	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	5484	4.3	+91-7109912786
Mammography	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	1930	4.3	+91-7109912786
Thyroid Profile	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	510	4.3	+91-7109912786
Ultrasound Abdomen	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	1864	4.3	+91-7109912786
Urine Routine Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	229	4.3	+91-7109912786
Vitamin D Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Amberpet	877	4.3	+91-7109912786
2D Echo	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	2405	3.9	+91-7047691914
Blood Sugar Test	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	192	3.9	+91-7047691914
CBC Test	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	312	3.9	+91-7047691914
COVID-19 RT-PCR	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	705	3.9	+91-7047691914
CT Scan Brain	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	3311	3.9	+91-7047691914
CT Scan Chest	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	4035	3.9	+91-7047691914
Chest X-Ray	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	480	3.9	+91-7047691914
Dengue Test	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	632	3.9	+91-7047691914
ECG	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	423	3.9	+91-7047691914
HbA1c Test	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	519	3.9	+91-7047691914
Kidney Function Test	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	723	3.9	+91-7047691914
Lipid Profile	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	664	3.9	+91-7047691914
Liver Function Test	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	747	3.9	+91-7047691914
MRI Brain	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	5726	3.9	+91-7047691914
MRI Spine	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	6299	3.9	+91-7047691914
Mammography	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	1954	3.9	+91-7047691914
Thyroid Profile	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	550	3.9	+91-7047691914
Ultrasound Abdomen	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	1475	3.9	+91-7047691914
Urine Routine Test	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	173	3.9	+91-7047691914
Vitamin D Test	Apollo Care Center	Hyderabad	Hyderabad District	Ameerpet	1161	3.9	+91-7047691914
2D Echo	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	2404	3.2	+91-9555790544
Blood Sugar Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	198	3.2	+91-9555790544
CBC Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	409	3.2	+91-9555790544
COVID-19 RT-PCR	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	777	3.2	+91-9555790544
CT Scan Brain	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	3371	3.2	+91-9555790544
CT Scan Chest	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	4714	3.2	+91-9555790544
Chest X-Ray	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	520	3.2	+91-9555790544
Dengue Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	698	3.2	+91-9555790544
ECG	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	425	3.2	+91-9555790544
HbA1c Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	518	3.2	+91-9555790544
Kidney Function Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	683	3.2	+91-9555790544
Lipid Profile	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	621	3.2	+91-9555790544
Liver Function Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	733	3.2	+91-9555790544
MRI Brain	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	5233	3.2	+91-9555790544
MRI Spine	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	6516	3.2	+91-9555790544
Mammography	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	2123	3.2	+91-9555790544
Thyroid Profile	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	628	3.2	+91-9555790544
Ultrasound Abdomen	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	1532	3.2	+91-9555790544
Urine Routine Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	185	3.2	+91-9555790544
Vitamin D Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Ameerpet	935	3.2	+91-9555790544
2D Echo	CityCare Hospital	Hyderabad	Hyderabad District	Ameerpet	2042	4.7	+91-7687727848
Blood Sugar Test	CityCare Hospital	Hyderabad	Hyderabad District	Ameerpet	190	4.7	+91-7687727848
CBC Test	CityCare Hospital	Hyderabad	Hyderabad District	Ameerpet	409	4.7	+91-7687727848
COVID-19 RT-PCR	CityCare Hospital	Hyderabad	Hyderabad District	Ameerpet	697	4.7	+91-7687727848
CT Scan Brain	CityCare Hospital	Hyderabad	Hyderabad District	Ameerpet	3281	4.7	+91-7687727848
CT Scan Chest	CityCare Hospital	Hyderabad	Hyderabad District	Ameerpet	5218	4.7	+91-7687727848
Chest X-Ray	CityCare Hospital	Hyderabad	Hyderabad District	Ameerpet	567	4.7	+91-7687727848
Dengue Test	CityCare Hospital	Hyderabad	Hyderabad District	Ameerpet	573	4.7	+91-7687727848
ECG	CityCare Hospital	Hyderabad	Hyderabad District	Ameerpet	442	4.7	+91-7687727848
HbA1c Test	CityCare Hospital	Hyderabad	Hyderabad District	Ameerpet	518	4.7	+91-7687727848
